Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
46993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993.9453125,4992.1875,17046.0,17040.0,,
47013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993.65234375,4995.1171875,17045.0,17050.0,,
47033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994.53125,4996.58203125,17048.0,17055.0,,
47053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997.4609375,4995.703125,17058.0,17052.0,,
47074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998.046875,4998.33984375,17060.0,17061.0,,
47094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998.92578125,4999.8046875,17063.0,17066.0,,
47114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002.1484375,4999.51171875,17074.0,17065.0,,
47134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002.734375,,17076.0,,
47154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002.734375,5004.4921875,17076.0,17082.0,,
47468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005.95703125,5003.90625,,,,
47469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.77734375,5022.65625,17141.0,17144.0,,
47479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.5859375,5023.2421875,17154.0,17146.0,,
47495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.29296875,,,,,
47496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.46484375,17153.0,17157.0,,
47515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.7578125,,17158.0,,,
47536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5029.1015625,5027.34375,17166.0,17160.0,,
47556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5029.6875,5029.98046875,17168.0,17169.0,,
47576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031.73828125,5032.03125,17175.0,17176.0,,
47596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033.203125,5033.203125,17180.0,17180.0,,
47616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033.49609375,,,,,
47617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033.49609375,17181.0,17181.0,,
47636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035.25390625,5035.546875,17187.0,17188.0,,
47657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036.1328125,5036.1328125,17190.0,17190.0,,
47677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.01171875,5038.76953125,17193.0,17199.0,,
47697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038.4765625,,17198.0,,,
47717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.35546875,5039.94140625,17201.0,17203.0,,
47737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.52734375,5039.0625,17205.0,17200.0,,
47757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.52734375,,17205.0,,
47777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.94140625,5041.40625,17203.0,17208.0,,
47797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.6484375,5039.35546875,17202.0,17201.0,,
47818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.0625,,17200.0,,,
47838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.3046875,5039.0625,17194.0,17200.0,,
47858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.890625,5036.1328125,17196.0,17190.0,,
48044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035.25390625,5035.83984375,,,,
48045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.0,5026.46484375,17152.0,17157.0,,
48059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019.7265625,5020.8984375,17134.0,17138.0,,
48079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017.08984375,5017.96875,17125.0,,,
48080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17128.0,,
48099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015.33203125,5014.453125,17119.0,,,
48100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17116.0,,
48120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.109375,5013.57421875,17108.0,17113.0,,
48140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.9375,5012.40234375,17104.0,17109.0,,
48160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.40234375,5011.5234375,17109.0,17106.0,,
48180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.81640625,5012.6953125,17107.0,17110.0,,
48200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.40234375,5013.57421875,17109.0,17113.0,,
48220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014.74609375,5012.109375,17117.0,17108.0,,
48240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.8671875,5014.453125,17114.0,17116.0,,
48260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.40234375,5013.57421875,17109.0,,,
48261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17113.0,,
48301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.828125,4889.94140625,16636.0,16691.0,,
48322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698.33984375,,,,,
48323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.25,16037.0,16064.0,,
48341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518.75,4536.62109375,15424.0,15485.0,,
48361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348.828125,4366.9921875,14844.0,14906.0,,
48382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.75,4219.62890625,14400.0,14403.0,,
48402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168.06640625,4168.06640625,14227.0,14227.0,,
48422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194.140625,4192.3828125,14316.0,14310.0,,
48442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234.27734375,4230.46875,14453.0,14440.0,,
48462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272.36328125,4267.3828125,14583.0,14566.0,,
48482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308.984375,4306.34765625,14708.0,14699.0,,
48502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379.8828125,4377.5390625,14950.0,14942.0,,
48523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412.40234375,4410.64453125,15061.0,15055.0,,
48543,,,,,,,,,,,,,,,,,,,,,,,-1.0800000429153442,,,,,,,,,,,4444.3359375,4441.11328125,15170.0,15159.0,,
48734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.75390625,4470.41015625,15267.0,15259.0,,
48735,,,,,,,,,,,,,,,,,,,,,,,-1.090000033378601,,,,,,,,,,,4672.8515625,4669.921875,15950.0,15940.0,,
48744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4693.06640625,4692.7734375,16019.0,16018.0,,
48764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.98828125,4712.109375,16087.0,16084.0,,
48784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732.91015625,4732.03125,16155.0,16152.0,,
48804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4753.41796875,4751.66015625,16225.0,16219.0,,
48825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772.16796875,4771.2890625,16289.0,16286.0,,
48845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792.3828125,4791.2109375,16358.0,16354.0,,
48865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813.4765625,4812.01171875,16430.0,16425.0,,
48885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834.86328125,4834.86328125,16503.0,16503.0,,
48906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856.8359375,4856.54296875,16578.0,16577.0,,
48925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.515625,4877.34375,16652.0,16648.0,,
48945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4898.4375,4896.09375,16720.0,16712.0,,
48965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919.23828125,4918.06640625,16791.0,16787.0,,
48985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4937.40234375,4936.81640625,,,,
48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16853.0,16851.0,,
49005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4957.91015625,,,,,
49006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4955.2734375,16923.0,16914.0,,
49026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.07421875,4973.73046875,16985.0,16977.0,,
49046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992.7734375,4991.015625,17042.0,17036.0,,
49066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008.88671875,5007.421875,17097.0,17092.0,,
49086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.12109375,5023.2421875,17149.0,17146.0,,
49106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.0625,5037.890625,17200.0,17196.0,,
49127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053.7109375,5052.24609375,17250.0,17245.0,,
49147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066.89453125,5066.89453125,17295.0,17295.0,,
49167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,5080.078125,17342.0,17340.0,,
49186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.60546875,5092.67578125,17393.0,17383.0,,
49206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107.32421875,5106.73828125,17433.0,17431.0,,
49226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119.3359375,5119.04296875,17474.0,17473.0,,
49247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5131.640625,5129.296875,17516.0,17508.0,,
49267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.48046875,,,,,
49268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141.015625,17553.0,17548.0,,
49287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151.5625,5152.44140625,17584.0,17587.0,,
49307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162.98828125,5161.23046875,17623.0,17617.0,,
49327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172.65625,5171.77734375,17656.0,17653.0,,
49512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5199.90234375,5191.11328125,17719.0,17719.0,,
49513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,5247.36328125,17908.0,17911.0,,
49528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.1015625,,,,,
49529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.34375,17934.0,17928.0,,
49551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259.375,5259.66796875,17952.0,17953.0,,
49569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.69921875,5264.6484375,17977.0,17970.0,,
49589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.09375,5271.97265625,17992.0,17995.0,,
49609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.24609375,5282.51953125,18013.0,18031.0,,
49629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.2265625,,18030.0,,,
49650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.96484375,5288.0859375,18053.0,18050.0,,
49669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.65234375,5293.9453125,18069.0,,,
49670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18070.0,,
49690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5298.6328125,5298.6328125,18086.0,18086.0,,
49710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.3203125,5303.61328125,18102.0,18103.0,,
49730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5308.59375,5308.0078125,18120.0,18118.0,,
49750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313.57421875,5312.109375,18137.0,18132.0,,
49770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316.50390625,5317.3828125,18147.0,18150.0,,
49790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.19140625,5320.3125,18163.0,18160.0,,
49810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.70703125,5325.29296875,,,,
49811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18175.0,18177.0,,
49831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.98046875,5328.22265625,18193.0,18187.0,,
49851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332.32421875,5333.49609375,18201.0,18205.0,,
49871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.71875,5335.83984375,18216.0,18213.0,,
49891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.94140625,5339.94140625,18227.0,18227.0,,
49911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343.45703125,5342.87109375,18239.0,18237.0,,
49931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347.265625,,,,,
49932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.38671875,18252.0,18249.0,,
49951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5349.31640625,5349.609375,,,,
49952,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,,,18259.0,18260.0,,
49972,,,,,,,,,,,,,,,,,,,,,,,-1.090000033378601,,,,,,,,,,,5353.125,5352.24609375,18272.0,18269.0,,
49992,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,5355.46875,5355.76171875,18280.0,18281.0,,
50243,,,,,,,,,,,,,,,,,,,,,,,-1.090000033378601,,,,,,,,,,,5372.16796875,5371.2890625,18337.0,18334.0,,
50244,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,5383.88671875,5384.1796875,18377.0,18378.0,,
50254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385.64453125,5385.05859375,18383.0,18381.0,,
50274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384.765625,5385.3515625,18380.0,18382.0,,
50294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.54296875,5381.8359375,18369.0,18370.0,,
50314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375.68359375,5375.68359375,18349.0,18349.0,,
50334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366.6015625,5354.58984375,18318.0,18277.0,,
50354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354.58984375,,,,,
50355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18277.0,,,
50375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340.8203125,5342.28515625,18230.0,18235.0,,
50395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.80859375,5328.80859375,18189.0,18189.0,,
50415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314.74609375,5316.50390625,18141.0,18147.0,,
50435,,,,,,,,,,,,,,,,,,,,,,,-1.090000033378601,,,,,,,,,,,5303.90625,5304.19921875,18104.0,18105.0,,
50455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.84375,5291.015625,18056.0,18060.0,,
50475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.24609375,5277.5390625,18013.0,18014.0,,
50495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.35546875,,17969.0,,,
50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.9296875,,,,,
50516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.9296875,17930.0,17930.0,,
50536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.453125,5240.33203125,17884.0,17887.0,,
50556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228.3203125,5226.5625,17846.0,17840.0,,
50576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.671875,5213.96484375,17796.0,17797.0,,
50596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202.83203125,5202.83203125,17759.0,17759.0,,
50616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188.76953125,5189.0625,17711.0,17712.0,,
50636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177.05078125,5175.87890625,17671.0,17667.0,,
50657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5163.28125,5166.2109375,17624.0,17634.0,,
50678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151.85546875,5152.44140625,17585.0,17587.0,,
50865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5139.55078125,5139.2578125,17543.0,17542.0,,
50866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041.40625,5041.9921875,17208.0,17210.0,,
50878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027.63671875,5029.98046875,17161.0,17169.0,,
50918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004.78515625,5004.4921875,17083.0,17082.0,,
50938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992.1875,4993.06640625,17040.0,17043.0,,
50958,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,4980.17578125,4979.00390625,16999.0,16995.0,,
50978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968.45703125,4967.578125,16959.0,16956.0,,
50998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954.39453125,4957.03125,16911.0,16920.0,,
51018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943.26171875,4944.43359375,16873.0,16877.0,,
51038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4932.12890625,4932.421875,16835.0,16836.0,,
51058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.99609375,4920.41015625,16797.0,16795.0,,
51078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4907.2265625,,,,,
51079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908.3984375,16750.0,16754.0,,
51098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895.80078125,4896.09375,,,,
51099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16711.0,16712.0,,
51119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884.375,4883.7890625,16672.0,16670.0,,
51139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4871.19140625,4872.94921875,16627.0,16633.0,,
51159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859.765625,4861.23046875,16588.0,16593.0,,
51179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.6328125,4848.046875,16550.0,16548.0,,
51199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4836.62109375,4836.9140625,,,,
51200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16509.0,16510.0,,
51219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824.31640625,4825.48828125,16467.0,16471.0,,
51240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812.3046875,,16426.0,,,
51260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801.171875,4801.171875,16388.0,16388.0,,
51280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789.16015625,4789.453125,16347.0,16348.0,,
51300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776.85546875,4766.30859375,16305.0,16269.0,,
51340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4754.296875,4754.58984375,16228.0,16229.0,,
51380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4730.859375,4731.15234375,16148.0,16149.0,,
51401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4717.67578125,4718.5546875,16103.0,16106.0,,
51421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.25,,16064.0,,,
51441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.53125,4695.1171875,16024.0,16026.0,,
51461,,,,,,,,,,,,,,,,,,,,,,,-1.1100000143051147,,,,,,,,,,,4682.8125,4682.51953125,15984.0,15983.0,,
51481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672.265625,4671.38671875,15948.0,15945.0,,
51501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660.25390625,4658.7890625,15907.0,15902.0,,
51710,,,,,,,,,,,,,,,,,,,,,,,-1.1100000143051147,,,,,,,,,,,4530.76171875,4542.7734375,15506.0,15506.0,,
51711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531.0546875,15465.0,15466.0,,
51723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519.3359375,4519.921875,15426.0,15428.0,,
51743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4507.91015625,4509.375,15387.0,15392.0,,
51763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4495.8984375,4496.484375,15346.0,,,
51764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15348.0,,
51783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.47265625,4485.05859375,15307.0,15309.0,,
51804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473.046875,4473.6328125,15268.0,15270.0,,
51824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4461.9140625,4463.0859375,15230.0,15234.0,,
51844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.1953125,4450.78125,15190.0,15192.0,,
51864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.4765625,4439.35546875,15150.0,15153.0,,
51884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4427.05078125,4427.34375,15111.0,15112.0,,
51907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415.91796875,4416.2109375,15073.0,15074.0,,
51925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405.078125,4403.61328125,15036.0,15031.0,,
51945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393.65234375,4393.359375,14997.0,14996.0,,
51965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4382.51953125,4381.0546875,14959.0,14954.0,,
51985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370.5078125,4371.09375,14918.0,14920.0,,
52005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358.7890625,4358.49609375,14878.0,14877.0,,
52025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347.0703125,4350.0,14838.0,14848.0,,
52046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4335.64453125,4337.98828125,14799.0,14807.0,,
52066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323.92578125,4325.9765625,14759.0,14766.0,,
52086,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,4313.37890625,4314.55078125,14723.0,14727.0,,
52106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4303.7109375,4302.83203125,14690.0,14687.0,,
52126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.9921875,4292.28515625,14650.0,14651.0,,
52354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280.2734375,,,,,
52355,,,,,,,,,,,,,,,,,,,,,,,-1.100000023841858,,,,,,,,,,,4170.1171875,4170.99609375,14234.0,14237.0,,
52368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159.27734375,4159.86328125,14197.0,14199.0,,
52388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4148.14453125,4148.73046875,14159.0,14161.0,,
52408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4137.59765625,4137.01171875,14123.0,14121.0,,
52428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125.5859375,4127.05078125,14082.0,14087.0,,
52449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114.74609375,4116.50390625,14045.0,14051.0,,
